"Paper color","Ink color","zone number","zone date","company name","phone number"
"SALMON","BORD/BLK","7","1997-07-14","EJJ ELECTRONICS","4641559"
"GOLDEN","BORD/BLK","7","1997-07-14","GENE S CLEANING","3712462"
"GREY","BORD/BLK","7","1997-07-14","HUGHES OPTICIANS","4394971"
"WHITE","RED/BLK","7","1997-07-14","M & W WINDOW","3936969"
"CHERRY","BLK","7","1997-07-14","MIKE MASHUTAS","4391200"
"CANARY","RED","7","1997-07-14","PIZZA BARON 7","4392222"
"WHITE","ORANGE/BLK","7","1997-07-14","QUICK LUBE","7866331"
"GREEN","GREEN/BLK","7","1997-07-14","SERVICE SOLUTIONS","2652843"
"BLUE","RED/BLUE","7","1997-07-14","TIME WARNER SECURITY","2428990"
"BUFF","RED/BLK","7","1997-07-14","TOWNE BUFFET","7856060"
"WHITE","MAG/TEAL","7","1997-11-07","CHOICES HAIR","4394619"
"CHERRY","BLUE","7","1997-11-07","CURTIS ELECTROLYSIS","4594940"
"BLUE","BLUE/BLK","7","1997-11-07","DOLLAR STORE","4356590"
"BUFF","RHOD/BLK","7","1997-11-07","EJJ ELECTRONICS","4641559"
"PINK","BORD/BLK","7","1997-11-07","ENGRAVE A GIFT","4642895"
"GOLDEN","BORD/BLK","7","1997-11-07","GENE S CLEANING","3712462"
"GREEN","RED","7","1997-11-07","GLENMONT CAR WASH","4498215"
"SALMON","BORD/BLK","7","1997-11-07","HIGH ADVENTURE SKI & BIKE","7850501"
"IVORY","BORD/BLK","7","1997-11-07","HUGHES OPTICIANS","4394971"
"WHITE","RED/BLK","7","1997-11-07","M & W WINDOW","3936969"
"WHITE","RED/BLK","7","1997-11-07","MATCHLESS STOVE","4632085"
"GREEN","RED/BLK","7","1997-11-07","NATURAL NAILS","8699242"
"PEACH","MAGENTA","7","1997-11-07","NEW MOON CHINESE BUFFET","4588899"
"WHITE","BLUE/BLK","7","1997-11-07","PET SPAS OF AMERICA 7","4393670"
"CANARY","RED","7","1997-11-07","PIZZA BARON 7","4392222"
"LILAC","BORD","7","1997-11-07","PRECISION IN FIT","4394439"
"WHITE","RED/BLK","7","1997-11-07","QUALITY FOTO","4367199"
"GOLDEN","ORANGE/BLUE","7","1997-11-07","QUICK LUBE","7866331"
"WHITE","BORD/GREEN","7","1997-11-07","ROMAN JEWELS","4596331"
"BUFF","GREEN/BLK","7","1997-11-07","SERVICE SOLUTIONS","2652843"
"GREEN","RED","7","1997-11-07","SUN CAPSULE 2","4568077"
"BLUE","RED/BLUE","7","1997-11-07","TIME WARNER SECURITY","2428990"
"GREEN","BORD/BLK","7","1997-11-07","VILLA VALENTI","2831291"
"IVORY","BORD/BLK","7","1997-11-07","WINE & SPIRITS-SLINGERLANDS","4395533"
"WHITE","MAGENTA/TEAL","7","1998-03-13","CHOICES HAIR","4394619"
"TAN","RED/BLK","7","1998-03-13","COLONIAL CAR WASH","3820600"
"CHERRY","BLUE","7","1998-03-13","CURTIS ELECTROLYSIS","4594940"
"IVORY","BORD/BLK","7","1998-03-13","EJJ ELECTRONICS","4641559"
"GOLDEN","BORD/BLK","7","1998-03-13","GENE S CLEANING","3712462"
"WHITE","MAG/TEAL","7","1998-03-13","HAIR STUDIO ONE","4398046"
"LILAC","TEAL","7","1998-03-13","HARVEY WINTER DDS","4820881"
"SALMON","BORD/BLK","7","1998-03-13","HIGH ADVENTURE SKI & BIKE","7850501"
"WHITE","RED/BLK","7","1998-03-13","M & W WINDOW","3936969"
"CANARY","RED","7","1998-03-13","PIZZA BARON 7","4392222"
"WHITE","ORANGE/BLUE","7","1998-03-13","QUICK LUBE","7866331"
"WHITE","RED/BLK","7","1998-03-13","ROBERTS REAL ESTATE 1","4399906"
"WHITE","BORD/GREEN","7","1998-03-13","ROMAN JEWELS","4596331"
"CANARY","GREEN/BLK","7","1998-03-13","SERVICE SOLUTIONS","2652843"
"WHITE","RED/BLK","7","1998-03-13","TENDERCARE CHILD CTR","0000000"
"PINK","MAGENTA/BLK","7","1998-03-13","WINE & SPIRITS-SLINGERLANDS","4395533"
"BLUE","RED/BLUE","7","1998-03-16","TIME WARNER SECURITY","2428990"
"IVORY","BORD/BLK","7","1998-07-01","EJJ ELECTRONICS","4641559"
"WHOTE","BORD/BLK","7","1998-07-10","CHOICES HAIR","4394619"
"CHERRY","BLK","7","1998-07-10","TEE TIME GOLF","4397326"
"TAN","BORD/BLK","7","1998-07-15","CAPITAL CAFE","4878999"
"WHITE","RED/GREEN","7","1998-07-15","CENTRAL NAILS","8629824"
"GOLDEN","RED/BLK","7","1998-07-15","COLONIAL CAR WASH","3820600"
"BLUE","RED/BLUE","7","1998-07-15","DOLLAR PLACE","8620161"
"IVORY","BORD/BLK","7","1998-07-15","EJJ ELECTRONICS","4641559"
"WHITE","ORANGE/BLUE","7","1998-07-15","GALENA ASSOCIATES","5825320"
"GOLDEN","BORD/BLK","7","1998-07-15","GENE S CLEANING","3712462"
"LILAC","TEAL","7","1998-07-15","HARVEY WINTER DDS","4820881"
"WHITE","RED/BLK","7","1998-07-15","M & W WINDOW","3936969"
"LILAC","BORD","7","1998-07-15","NEW MOON CHINESE BUFFET","4588899"
"CANARY","RED","7","1998-07-15","PIZZA BARON 7","4392222"
"CANARY","RED/BLK","7","1998-07-15","SMITH GENERAL CONTRACTOR","4565451"
"BLUE","RED/BLUE","7","1998-07-15","TIME WARNER SECURITY","2428990"
"PINK","RHOD/BLK","7","1998-07-15","WINE & SPIRITS-SLINGERLANDS","4395533"
"CANARY","GREEN/BLK","7","1998-07-17","SERVICE SOLUTIONS","2652843"
"TAN","RED/BLK","7","1998-11-01","COLONIAL CAR WASH","3820600"
"WHITE","RED/BLUE","7","1998-11-01","CULLIGAN/TROY","2721111"
"CHERRY","BLK","7","1998-11-01","DA BENNETT","4399966"
"IVORY","BORD/BLK","7","1998-11-01","EJJ ELECTRONICS","4641559"
"GOLDEN","RED/BLUE","7","1998-11-01","GALENA ASSOCIATES","5825320"
"GOLDEN","BORD/BLK","7","1998-11-01","GENE S CLEANING","3712462"
"GREEN","BLK","7","1998-11-01","GLENMONT CAR WASH","4498215"
"WHITE","RED/GREEN","7","1998-11-01","HAIR STUDIO ONE","4398046"
"WHITE","RED/BLUE","7","1998-11-01","HARVEY WINTER DDS","4820881"
"WHITE","BLUE/BLK","7","1998-11-01","HUGHES OPTICIANS","4394971"
"WHITE","RED/BLK","7","1998-11-01","M & W WINDOW","3936969"
"WHITE","RED/BLK","7","1998-11-01","MATCHLESS STOVE","4632085"
"GREY","TEAL","7","1998-11-01","MIKE MASHUTAS","4391200"
"CHERRY","RED/BLK","7","1998-11-01","MODA ITALIA","4276632"
"","","7","1998-11-01","MUFFYS FISH FRY","4262266"
"CHERRY","BLK","7","1998-11-01","NEW MOON CHINESE BUFFET","4588899"
"CANARY","RED","7","1998-11-01","PIZZA BARON 7","4392222"
"WHITE","BORD/BLK","7","1998-11-01","ROMAN JEWELS","4596331"
"BLUE","RED/BLUE","7","1998-11-01","TIME WARNER SECURITY","2428990"
"CANARY","RED/BLK","7","1998-11-01","TWO PLACES AT ONCE","0000000"
"CHERRY","BLK","7","1998-11-01","WINE & SPIRITS-SLINGERLANDS","4395533"
"","","7","1999-03-05","ADIRONDACK DESIGN","8659032"
"","","7","1999-03-05","COLONIAL CAR WASH","3820600"
"","","7","1999-03-05","CULLIGAN/TROY","2721111"
"","","7","1999-03-05","CURTIS ELECTROLYSIS","4594940"
"","","7","1999-03-05","DA BENNETT","4399966"
"SALMON","BORD/BLK","7","1999-03-05","EJJ ELECTRONICS","4641559"
"","","7","1999-03-05","GENE S CLEANING","3712462"
"","","7","1999-03-05","GLENMONT CAR WASH","4498215"
"WHITE","GREEN/RED","7","1999-03-05","HAIR STUDIO ONE","4398046"
"","","7","1999-03-05","HARVEY WINTER DDS","4820881"
"","","7","1999-03-05","HIGH ADVENTURE SKI & BIKE","7850501"
"","","7","1999-03-05","M & W WINDOW","3936969"
"IVORY","BORD","7","1999-03-05","MAIL BOXES ETC. 8","4588181"
"","","7","1999-03-05","NEW MOON CHINESE BUFFET","4588899"
"CANARY","RED","7","1999-03-05","PIZZA BARON 7","4392222"
"","","7","1999-03-05","ROMAN JEWELS","4596331"
"","","7","1999-03-05","TIME WARNER SECURITY","2428990"
"","","7","1999-03-05","WINE & SPIRITS-SLINGERLANDS","4395533"
"","","7","1999-06-07","CULLIGAN/TROY","2721111"
"","","7","1999-06-07","CURTIS ELECTROLYSIS","4594940"
"","","7","1999-06-07","EJJ ELECTRONICS","4641559"
"","","7","1999-06-07","GALENA ASSOCIATES","5825320"
"","","7","1999-06-07","GENE S CLEANING","3712462"
"","","7","1999-06-07","HAIR STUDIO ONE","4398046"
"","","7","1999-06-07","HARVEY WINTER DDS","4820881"
"","","7","1999-06-07","M & W WINDOW","3936969"
"","","7","1999-06-07","MAIL BOXES ETC. 8","4588181"
"","","7","1999-06-07","NICOLES RESTAURANT","4364952"
"","","7","1999-06-07","PIZZA BARON 7","4392222"
"","","7","1999-06-07","ROMAN JEWELS","4596331"
"","","7","1999-06-07","SERVICE SOLUTIONS","2652843"
"","","7","1999-06-07","TIME WARNER SECURITY","2428990"
"","","7","1999-06-07","TOY CHEST","4393024"
"","","7","1999-06-07","WINE & SPIRITS-SLINGERLANDS","4395533"
"","","7","1999-09-17","COLONIAL CAR WASH","3820600"
"","","7","1999-09-17","CULLIGAN/TROY","2721111"
"","","7","1999-09-17","CURTIS ELECTROLYSIS","4594940"
"","","7","1999-09-17","DA BENNETT","4399966"
"","","7","1999-09-17","EMPIRE ELECTRONICS","7860858"
"","","7","1999-09-17","GENE S CLEANING","3712462"
"","","7","1999-09-17","GLENMONT CAR WASH","4498215"
"","","7","1999-09-17","HAIR STUDIO ONE","4398046"
"","","7","1999-09-17","HARVEY WINTER DDS","4820881"
"","","7","1999-09-17","HIGH ADVENTURE SKI & BIKE","7850501"
"","","7","1999-09-17","KELLY & TRAN NAILS","0000000"
"","","7","1999-09-17","M & W WINDOW","3936969"
"","","7","1999-09-17","MAIL BOXES ETC. 8","4588181"
"","","7","1999-09-17","MATCHLESS STOVE","4632085"
"","","7","1999-09-17","MOTO PHOTO 5","8629073"
"","","7","1999-09-17","MOTO PHOTO 8","4581704"
"","","7","1999-09-17","NEW MOON CHINESE BUFFET","4588899"
"","","7","1999-09-17","PIZZA BARON 7","4392222"
"","","7","1999-09-17","RICK SWEENEYS BOXING","4395656"
"","","7","1999-09-17","ROMAN JEWELS","4596331"
"","","7","1999-09-17","TIME WARNER SECURITY","2428990"
"","","7","1999-09-17","TOY CHEST","4393024"
"","","7","1999-09-17","WINE & SPIRITS-SLINGERLANDS","4395533"
"GOLDEN","R/BLK","8","1995-04-01","CAPITAL CHOICE TV","8997501"
"GOLDEN","R/BLK","8","1995-04-01","CENTRAL CAR CARE","4821273"
"WHITE","PURPLE/BLK","8","1995-04-01","CLUB HOLLYWOOD VIDEO","4538330"
"CHERRY","BLUE","8","1995-04-01","CURTIS ELECTROLYSIS","4594940"
"WHITE","RHOD/TEAL","8","1995-04-01","DARLING LIMO","3722508"
"GREY","BORD/BLK","8","1995-04-01","DESIGNER DECKS","7837040"
"SALMON","BORD/BLK","8","1995-04-01","FANTASTIC SAM S 2","4594955"
"WHITE","R/BLK","8","1995-04-01","M & W WINDOW","3936969"
"CHERRY","BLK","8","1995-04-01","MICHAEL S SEALCOATING","4891124"
"WHITE","RHOD/TEAL","8","1995-04-01","MR. SUBB","7830276"
"GOLDEN","R/BLK","8","1995-04-01","MR.K S CARPET","3559193"
"IVORY","ORANGE/BLUE","8","1995-04-01","PEARL OF THE ORIENT","4590903"
"WHITE","RHOD/TEAL","8","1995-04-01","PIZZA MARE","8692085"
"WHITE","BLUE/ORANGE","8","1995-04-01","QUICK LUBE","7866331"
"GOLDEN","R/BLUE","8","1995-04-01","RAINDANCER CAR WASH","7867348"
"SALMOM","BORD/BLK","8","1995-04-01","REGAL CLEANERS","4597333"
"GOLDEN","R/BLK","8","1995-04-01","ROSS TRI-CITY TAXI","4350556"
"PINK","BORD/BLK","8","1995-04-01","ROTTERDAM HEAT","3562162"
"GREEN","GR/BLK","8","1995-04-01","SERVICE SOLUTIONS","2652843"
"TAN","BORD/BLK","8","1995-08-01","ALBANY DENTAL GROUP","8697167"
"GOLDEN","RED/BLK","8","1995-08-01","CAPITAL CHOICE TV","8997501"
"CHERRY","BLUE","8","1995-08-01","CURTIS ELECTROLYSIS","4594940"
"CHERRY","BLK","8","1995-08-01","DARLING LIMO","3722508"
"SALMON","BORD/BLK","8","1995-08-01","FANTASTIC SAM S 2","4594955"
"WHITE","RED/BLK","8","1995-08-01","M & W WINDOW","3936969"
"WHITE","RHOD/TEAL","8","1995-08-01","MR. SUBB","7830276"
"GOLDEN","RED/BLK","8","1995-08-01","MR.K S CARPET","3559193"
"WHITE","RED/BLK","8","1995-08-01","PIZZA MARE","8692085"
"WHITE","ORANGE/BLUE","8","1995-08-01","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1995-08-01","RAINDANCER CAR WASH","7867348"
"SALMON","TEAL/BLK","8","1995-08-01","REGAL CLEANERS","4597333"
"GOLDEN","GREEN","8","1995-08-01","ROSS TRI-CITY TAXI","4350556"
"PINK","BORD/BLK","8","1995-08-01","ROTTERDAM HEAT","3562162"
"GREEN","GREEN/BLK","8","1995-08-01","SERVICE SOLUTIONS","2652843"
"LILAC","BORD/TEAL","8","1995-08-01","SWEET SUE S","3931248"
"GOLDEN CARD","BORD/BLK","8","1995-08-01","TELE-DATA COMMUNICATIONS","2716979"
"WHITE","PURPLE/BLK","8","1995-12-01","EDGES","4371317"
"GREEN","BORD/BLK","8","1995-12-01","FANTASTIC SAM S 2","4594955"
"WHITE","RED/BLK","8","1995-12-01","M & W WINDOW","3936969"
"","","8","1995-12-01","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1995-12-01","RAINDANCER CAR WASH","7867348"
"BLUE","RED/BLUE","8","1995-12-01","TIME WARNER SECURITY","2428990"
"WHITE","RED/BLK","8","1995-12-01","WENDYS HAMBURGERS","4594700"
"WHITE","GREEN/PURPLE","8","1995-12-08","CAPITAL CHOICE TV","8997501"
"WHITE","RED/BLK","8","1995-12-08","M & W WINDOW","3936969"
"GOLDEN","RED/BLK","8","1995-12-08","MEISTER S CARPET","4595452"
"WHITE","MAGENTA/TEAL","8","1995-12-08","MR. SUBB","7830276"
"WHITE","RED/BLK","8","1995-12-08","PIZZA MARE","8692085"
"WHITE","ORANGE/BLUE","8","1995-12-08","QUICK LUBE","7866331"
"GOLDEN","GREEN","8","1995-12-08","ROSS TRI-CITY TAXI","4350556"
"WHITE","PURPLE/BLK","8","1995-12-08","TANMASTERS","4381616"
"CANARY","RED","8","1995-12-08","VCR DOCTOR","7827192"
"CHERRY","BLK","8","1995-12-08","WOLF RD. CLEANERS","4386750"
"GOLDEN","RED/BLK","8","1996-04-15","ASHLINE MOVING","2734642"
"WHITE","TEAL/BORD","8","1996-04-15","COLONIE ATHLETIC CLUB","4587400"
"CHERRY","BLUE","8","1996-04-15","CURTIS ELECTROLYSIS","4594940"
"TAN","TEAL/BLK","8","1996-04-15","DOG GUARD","4390495"
"BORD/BLK","SALMON","8","1996-04-15","FANTASTIC SAM S 2","4594955"
"WHITE","GREEN/BLK","8","1996-04-15","GREEN THUMB LAWN","3557787"
"GREY","BORD/BLK","8","1996-04-15","KENIFIC BROTHERS","3464218"
"GREEN","GREEN/BLK","8","1996-04-15","L ECOLE ENCORE","4371234"
"WHITE","RED/BLK","8","1996-04-15","M & W WINDOW","3936969"
"WHITE","TEAL/MAGENTA","8","1996-04-15","MR. SUBB","7830276"
"CANARY","RED/GREEN","8","1996-04-15","NEW MAIN CHINESE","4649988"
"GREEN","GR/BLK","8","1996-04-15","OCONNOR HEATING & COOLING","3425742"
"WHITE","RHOD/TEAL","8","1996-04-15","PIZZA MARE","8692085"
"WHITE","ORANGE/BLUE","8","1996-04-15","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1996-04-15","RAINDANCER CAR WASH","7867348"
"GOLDEN","BORD/BLK","8","1996-04-15","SCRUB N GLOW","4279316"
"BLUE","RED/BLUE","8","1996-04-15","TIME WARNER SECURITY","2428990"
"CANARY","BLK","8","1996-04-15","VCR DOCTOR","7827192"
"LILAC","BORD/BLK","8","1996-08-01","ASHLINE ICE CO","2734642"
"GOLDEN","RED/BLK","8","1996-08-01","ASHLINE MOVING","2734642"
"PINK","BORD/BLK","8","1996-08-01","CHOCOLATE EXPRESS","4526939"
"CHERRY","BLUE","8","1996-08-01","CURTIS ELECTROLYSIS","4594940"
"TAN","BLUE/BLK","8","1996-08-01","DICKERSHIAD & SON ROOFING","3745197"
"SALMON","TEAL/BLK","8","1996-08-01","FANTASTIC SAM S 2","4594955"
"GOLDEN","BORD/BLK","8","1996-08-01","GENE S CLEANING","3712462"
"WHITE","RED/BLK","8","1996-08-01","M & W WINDOW","3936969"
"LILAC","TEAL/BORD","8","1996-08-01","MANHATTAN BAGEL II","4640573"
"GOLDEN","RED/BLK","8","1996-08-01","MOTO PHOTO","8004546"
"WHITE","MAGENTA/TEAL","8","1996-08-01","MR. SUBB","7830276"
"WHITE","RHOD/TEAL","8","1996-08-01","PIZZA MARE","8692085"
"WHITE","ORANGE/BLUE","8","1996-08-01","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1996-08-01","RAINDANCER CAR WASH","7867348"
"GREEN","GREEN/BLK","8","1996-08-01","SERVICE SOLUTIONS","2652843"
"WHITE","RED/BLUE","8","1996-08-01","SUPER VIDEO","8696292"
"BLUE","RED/BLUE","8","1996-08-01","SWEET SUE S","3931248"
"BLUE","RED/BLUE","8","1996-08-01","TIME WARNER SECURITY","2428990"
"CANARY","BLK","8","1996-08-01","VCR DOCTOR","7827192"
"LILAC","BORD/TEAL","8","1996-08-01","VICTORY LANE SPEEDWAY","4793386"
"CANARY","RHOD","8","1996-11-08","NAIL TOP","4263018"
"CANARY","RHOD","8","1996-11-25","A CLEANER WAY","3465903"
"LILAC","MAGENTA","8","1996-11-25","ALBANY AQUARIUM","4892221"
"WHITE","RED/BLK","8","1996-11-25","ALBANY RESTAURANT SUPPLY","4821000"
"SALMON","BORD/BLK","8","1996-11-25","BEST FRAMING CO.","4646282"
"TAN","BORD/BLK","8","1996-11-25","BILLS CAFE","4346564"
"PURPLE/BLK","IVORY","8","1996-11-25","CLASSY BASKETS","7859005"
"IVORY","BORD","8","1996-11-25","COFFEE BEANERY","4381637"
"CANARY","RED","8","1996-11-25","EAST WOK CHINESE","4826782"
"SALMON","TEAL/BLK","8","1996-11-25","FANTASTIC SAM S 2","4594955"
"CHERRY","RED/BLK","8","1996-11-25","FARMER BOY","4562243"
"GOLDEN","BORD/BLK","8","1996-11-25","GENE S CLEANING","3712462"
"PINK","BORD/BLK","8","1996-11-25","INCHES AWAY","8629124"
"WHITE","RED/BLK","8","1996-11-25","M & W WINDOW","3936969"
"LILAC","TEAL/BORD","8","1996-11-25","MANHATTAN BAGEL II","4640573"
"WHITE","MAG/TEAL","8","1996-11-25","MR. SUBB","7830276"
"LILAC","BORD/TEAL","8","1996-11-25","NEW PHYSIQUE","4594000"
"WHITE","TEAL/BLK","8","1996-11-25","PIZZA MARE","8692085"
"WHITE","PURPLE/GREEN","8","1996-11-25","PRINTING OUTLET","4379070"
"WHITE","ORANGE/BLUE","8","1996-11-25","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1996-11-25","RAINDANCER CAR WASH","7867348"
"BUFF","TEAL/BORD","8","1996-11-25","ROMAN JEWELS","4596331"
"CANARY","RED/BLK","8","1996-11-25","ROSS TRI-CITY TAXI","4350556"
"WHITE","RED/BLUE","8","1996-11-25","SUPER VIDEO","8696292"
"IVORY","BORDD/BLK","8","1996-11-25","TEDS FLOOR COVERING","4894106"
"BLUE","RED/BLUE","8","1996-11-25","TIME WARNER SECURITY","2428990"
"CANARY","RED/BLK","8","1996-11-25","USFK KARATE","4563548"
"PINK","RED","8","1996-11-25","VCR DOCTOR","7827192"
"WHITE","RED/GREEN","8","1996-11-25","W ALBANY ITALIAN SOCIETY","4824731"
"PINK","RHOD/BLK","8","1997-04-07","BEST FRAMING CO.","4646282"
"WHITE","MUSTARD/BLK","8","1997-04-07","CENTURY 21 ROBERTS","4399906"
"WHITE","RED/BLK","8","1997-04-07","CHRIS COFFEE SERVICE","4525995"
"TAN","BORD","8","1997-04-07","COFFEE BEANERY","4381637"
"GOLDEN","RED/BLUE","8","1997-04-07","COTTMAN TRANSMISSION","7850951"
"BLUE","RED","8","1997-04-07","DA BENNETT","4399966"
"BLUE","BLUE/BLK","8","1997-04-07","DOLLAR STORE","4356590"
"CANARY","RED","8","1997-04-07","EAST WOK CHINESE","4826782"
"SALMON","BORD/BLK","8","1997-04-07","FANTASTIC SAM S 2","4594955"
"CANARY","RED/GREEN","8","1997-04-07","FIRESTATION PIZZA","4826666"
"GOLDEN","BORD/BLK","8","1997-04-07","GENE S CLEANING","3712462"
"GREY","BORD/BLK","8","1997-04-07","HAIR REPLACEMENT SYSTEM","4567775"
"SALMON","BORD/BLK","8","1997-04-07","HIGH ADVENTURE SKI & BIKE","7850501"
"WHITE","RED/BLK","8","1997-04-07","LASERCOPY","7673413"
"WHITE","RED/BLK","8","1997-04-07","M & W WINDOW","3936969"
"WHITE","RHOD/BLK","8","1997-04-07","NAIL TOP","4263018"
"LILAC","BORD/TEAL","8","1997-04-07","NEW PHYSIQUE","4594000"
"CANARY","GREEN/BLK","8","1997-04-07","PARAGON PAINT","4592244"
"WHITE","TEAL/MAG","8","1997-04-07","PIZZA MARE","8692085"
"WHITE","BORD/GREEN","8","1997-04-07","PRINTING OUTLET","4379070"
"WHITE","ORANGE/BLUE","8","1997-04-07","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1997-04-07","RAINDANCER CAR WASH","7867348"
"WHITE","RED/BLUE","8","1997-04-07","SUPER VIDEO","8696292"
"BLUE","RED/BLUE","8","1997-04-07","TIME WARNER SECURITY","2428990"
"GREEN","RED/GREEN","8","1997-04-07","TOP 1 DISCOUNT","3819892"
"CANARY","BLK","8","1997-04-07","VCR DOCTOR","7827192"
"IVORY","BORD/BLK","8","1997-04-07","W ALBANY ITALIAN SOCIETY","4824731"
"GREY","BORD/BLK","8","1997-04-08","PARAGON PAINT","4592244"
"PINK","RHOD/BLK","8","1997-08-01","CENTRAL NAILS","8629824"
"CHERRY","BLUE","8","1997-08-01","CURTIS ELECTROLYSIS","4594940"
"GREEN","GREEN/BLK","8","1997-08-01","EMPIRE STATE POWERWASH","4562145"
"SALMON","BORD/BLK","8","1997-08-01","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","8","1997-08-01","GENE S CLEANING","3712462"
"LILAC","PURPLE/GREEN","8","1997-08-01","JON 11","3742890"
"WHITE","RED/BLK","8","1997-08-01","M & W WINDOW","3936969"
"CANARY","RED/GREEN","8","1997-08-01","NEW MOON CHINESE BUFFET","4588899"
"WHITE","TEAL/BLK","8","1997-08-01","PIZZA MARE","8692085"
"GOLDEN","RED/BLUE","8","1997-08-01","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1997-08-01","RAINDANCER CAR WASH","7867348"
"WHITE","RED/BLUE","8","1997-08-01","SUPER VIDEO","8696292"
"BLUE","RED/BLUE","8","1997-08-01","TIME WARNER SECURITY","2428990"
"WHITE","RED/BLUE","8","1997-08-01","YOUTH CONNECTION","3711416"
"WHITE","BORD/BLK","8","1997-08-08","CHECKERED FLAG","3777650"
"CHERRY","BLK","8","1997-08-08","DICKERSHIAD & SON ROOFING","3745197"
"SALMON","TEAL/BLK","8","1997-08-08","FANTASTIC SAM S 2","4594955"
"SALMON","BORD/TEAL","8","1997-08-08","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","8","1997-08-08","GENE S CLEANING","3712462"
"WHITE","RED/BLK","8","1997-08-08","M & W WINDOW","3936969"
"WHITE","RED/BLUE","8","1997-08-08","MR SUBB 6","4581122"
"WHITE","ORANGE/BLUE","8","1997-08-08","QUICK LUBE","7866331"
"GREY","RED/GREEN","8","1997-11-24","ALBANY RESTAURANT SUPPLY","4821000"
"TAN","BORD/BLK","8","1997-11-24","CARRIE BELL","3820189"
"GOLDEN","RED/BLUE","8","1997-11-24","COTTMAN TRANS. 1","7850951"
"CHERRY","BLUE","8","1997-11-24","CURTIS ELECTROLYSIS","4594940"
"GREEN","RED/GREEN","8","1997-11-24","DOLLAR STORE","4356590"
"GOLDEN","RED/BLK","8","1997-11-24","EJJ ELECTRONICS","4641559"
"GREY","BORD/GREEN","8","1997-11-24","ENGRAVE A GIFT","4642895"
"SALMON","TEAL/BLK","8","1997-11-24","FANTASTIC SAM S 2","4594955"
"TAN","RED/BLK","8","1997-11-24","FURNITURE BARN","3466499"
"CANARY","RED/GREEN","8","1997-11-24","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","8","1997-11-24","GENE S CLEANING","3712462"
"WHITE","RED/BLK","8","1997-11-24","M & W WINDOW","3936969"
"LILAC","MAGENTA","8","1997-11-24","NEW MOON CHINESE BUFFET","4588899"
"WHITE","RHOD/TEAL","8","1997-11-24","PIZZA MARE","8692085"
"WHITE","ORANGE/BLUE","8","1997-11-24","QUICK LUBE","7866331"
"RED/BLUE","GOLDEN","8","1997-11-24","RAINDANCER CAR WASH","7867348"
"WHITE","BORD/GREEN","8","1997-11-24","ROMAN JEWELS","4596331"
"WHITE","RED/BLUE","8","1997-11-24","SUPER VIDEO","8696292"
"BLUE","RED/BLUE","8","1997-11-24","TIME WARNER SECURITY","2428990"
"PINK","RHOD/BLK","8","1997-11-24","WINE & SPIRITS-SLINGERLANDS","4395533"
"WHITE","RED/BLUE","8","1998-04-10","ALBANY BOWLING CTR","4384478"
"SALMON","BORD","8","1998-04-10","CARRIE BELL","3820189"
"IVORY","BORD/BLK","8","1998-04-10","CERTIFIED FRAMING","4389471"
"GOLDEN","RED/BLUE","8","1998-04-10","COTTMAN TRANS. 1","7850951"
"CHERRY","BLUE","8","1998-04-10","CURTIS ELECTROLYSIS","4594940"
"CHERRY","BLK","8","1998-04-10","DA BENNETT","4399966"
"PEACH","MAGENTA","8","1998-04-10","DR DIVOT","3563753"
"SALMON","TEAL/BLK","8","1998-04-10","FANTASTIC SAM S 2","4594955"
"GOLDEN","BORD/BLK","8","1998-04-10","GENE S CLEANING","3712462"
"BUFF","GREEN","8","1998-04-10","HARVEY WINTER DDS","4820881"
"SALMON","BORD/BLK","8","1998-04-10","HIGH ADVENTURE SKI & BIKE","7850501"
"WHITE","RED/BLUE","8","1998-04-10","LAKE ELECTRONICS","8698424"
"WHITE","RED/BLK","8","1998-04-10","M & W WINDOW","3936969"
"GREEN","RED/BLK","8","1998-04-10","MALT RIVER BREWING CO","7866258"
"LILAC","MAGENTA","8","1998-04-10","NEW MOON CHINESE BUFFET","4588899"
"WHITE","RHOD/TEAL","8","1998-04-10","PIZZA MARE","8692085"
"WHITE","MAGENTA/TEAL","8","1998-04-10","PRINTING OUTLET","4379070"
"WHITE","ORANGE/BLUE","8","1998-04-10","QUICK LUBE","7866331"
"GOLDEN","RED/BLUE","8","1998-04-10","RAINDANCER CAR WASH","7867348"
"GREEN","GREEN","8","1998-04-10","ROMAN JEWELS","4596331"
"GOLDEN","BLUE","8","1998-04-10","SUNSATIONS TANNING","7831948"
"BLUE","RED/BLUE","8","1998-04-10","TIME WARNER SECURITY","2428990"
"PEACH","GREEN/BLUE","8","1998-08-07","BOUNTIFUL BREAD","4525757"
"GREY","GREEN/BLK","8","1998-08-07","CONNELLY""S DIAMOND GALLERY","7820569"
