"Paper color","Ink color","zone number","zone date","company name","phone number"
"GOLDEN","BORD/BLK","2","1999-02-12","GENE S CLEANING","3712462"
"IVORY","GREEN/BR","2","1999-02-12","HENRY S DRY CLEANERS","3748434"
"SALMON","BORD/BLK","2","1999-02-12","HIGH ADVENTURE SKI & BIKE","7850501"
"pink","rhod/blk","2","1999-02-12","HOLIDAY LIQUOR","3743978"
"WHITE","RED/BLK","2","1999-02-12","M & W WINDOW","3936969"
"WHITE","RED/BLUE","2","1999-02-12","MAIL BOXES ETC. 2","3729644"
"GOLDEN","BLK","2","1999-02-12","MICROPLAY VIDEO","3735700"
"WHITE","MAGENTA/BLK","2","1999-02-12","NAIL STUDIO","3460516"
"GREY","BORD/BLK","2","1999-02-12","PARAGON PAINT","4592244"
"PINK","BORD/BLK","2","1999-02-12","ROTTERDAM HEAT","3562162"
"GOLDEN","RED/BLK","2","1999-02-12","ROYAL FRIED CHICKEN","3467035"
"PINK","BORD/BLK","2","1999-02-12","SONDRAS JEWELRY","3725853"
"BLUE","RED/BLUE","2","1999-02-12","TIME WARNER SECURITY","2428990"
"GOLDEN","RED/BLUE","2","1999-02-12","UNION BEVERAGE","3825958"
"CANARY","RED/GREEN","2","1999-02-12","VENEZIA PIZZA","3713943"
"","","2","1999-06-07","BUMPYS ICE CREAM","3953314"
"","","2","1999-06-07","CENTRAL TAXI","3461232"
"","","2","1999-06-07","CHECKERED FLAG","3777650"
"","","2","1999-06-07","COLONIAL CAR WASH","3820600"
"","","2","1999-06-07","ELITE HEALTH & FITNESS","3777771"
"","","2","1999-06-07","FERRIS RESTAURANT","3829329"
"","","2","1999-06-07","FRANK GALLO FLORIST","3466171"
"","","2","1999-06-07","FURNITURE BARN","3466499"
"","","2","1999-06-07","GAIL KING ELECTROLYSIS","3821591"
"","","2","1999-06-07","GALENA ASSOCIATES","5825320"
"","","2","1999-06-07","GENE S CLEANING","3712462"
"","","2","1999-06-07","GLENVILLE MINI SPORTPLEX","3934140"
"","","2","1999-06-07","HENRY S DRY CLEANERS","3748434"
"","","2","1999-06-07","HIS & HERS FAMILY CLEANING","3557379"
"","","2","1999-06-07","M & W WINDOW","3936969"
"","","2","1999-06-07","MAIL BOXES ETC. 2","3729644"
"","","2","1999-06-07","MALT RIVER BREWING CO","7866258"
"","","2","1999-06-07","NORTHEASTERN JEWELRY","3723604"
"","","2","1999-06-07","PARAGON PAINT","4592244"
"","","2","1999-06-07","ROTTERDAM HEAT","3562162"
"","","2","1999-06-07","ROYAL FRIED CHICKEN","3467035"
"","","2","1999-06-07","SERVICE SOLUTIONS","2652843"
"","","2","1999-06-07","TIME WARNER SECURITY","2428990"
"","","2","1999-06-07","UNION BEVERAGE","3825958"
"","","2","1999-06-07","VENEZIA PIZZA","3713943"
"","","2","1999-10-08","CARVEL LATHAM","7854962"
"","","2","1999-10-08","CENTRAL TAXI","3461232"
"","","2","1999-10-08","COLONIAL CAR WASH","3820600"
"","","2","1999-10-08","CULLIGAN","3741805"
"","","2","1999-10-08","ELITE HEALTH & FITNESS","3777771"
"","","2","1999-10-08","FRANK GALLO FLORIST","3466171"
"","","2","1999-10-08","GALENA ASSOCIATES","5825320"
"","","2","1999-10-08","GENE S CLEANING","3712462"
"","","2","1999-10-08","HENRY S DRY CLEANERS","3748434"
"","","2","1999-10-08","HIGH ADVENTURE SKI & BIKE","7850501"
"","","2","1999-10-08","KING CORK LIQUOR","3933955"
"","","2","1999-10-08","M & W WINDOW","3936969"
"","","2","1999-10-08","MAIL BOXES ETC. 2","3729644"
"","","2","1999-10-08","NORTHEAST WIRELESS","3472255"
"","","2","1999-10-08","NORTHEASTERN JEWELRY","3723604"
"","","2","1999-10-08","PETTA S RESTAURANT","3467324"
"","","2","1999-10-08","RUDNICKS","3726486"
"","","2","1999-10-08","SLEEP KING","4649596"
"","","2","1999-10-08","T & B VARIETY BASKETS","7832226"
"","","2","1999-10-08","TIME WARNER SECURITY","2428990"
"","","2","1999-10-08","UNION BEVERAGE","3825958"
"","","2","1999-10-08","VENEZIA PIZZA","3713943"
"WHITE","R/BLK","3","1995-04-01","BANKER S BLACK BELT","3566361"
"GOLDEN","R/BLK","3","1995-04-01","BONFARE","3816136"
"CANARY","RHOD","3","1995-04-01","CAOS ICE CREAM","3555595"
"GOLDEN","R/BLK","3","1995-04-01","CAPITAL CHOICE TV","8997501"
"BLUE","R/BLUE","3","1995-04-01","CARIBBEAN POOLS","3564364"
"GREY","BORD/BLK","3","1995-04-01","CLASSIC CLEANERS","3562052"
"PINK","RHOD/TEAL","3","1995-04-01","COAKLEY HOME TEXTILES","3828371"
"TAN","R/BLK","3","1995-04-01","COLONIAL CAR WASH","3820600"
"WHITE","RHOD/TEAL","3","1995-04-01","DARLING LIMO","3722508"
"BUFF","BORD/BLK","3","1995-04-01","DR. JUDD LESSER","3740385"
"PINK","RHOD/TEAL","3","1995-04-01","FIRST POSITION","3566664"
"PINK","RHOD/TEAL","3","1995-04-01","FRANK GALLO FLORIST","3466171"
"BLUE","RED","3","1995-04-01","GUIDARELLI S LIQUOR","3748329"
"GREY","BORD/BLK","3","1995-04-01","J & M JEWELERS","3557070"
"LILAC","TEAL/BLK","3","1995-04-01","JAZZERCISE 2","3550317"
"WHITE","R/BLK","3","1995-04-01","M & W WINDOW","3936969"
"WHITE","RHOD/TEAL","3","1995-04-01","MAID FOR YOU","3563616"
"GOLDEN","R/BLK","3","1995-04-01","MIDAS MUFFLER","7850951"
"WHITE","RHOD/TEAL","3","1995-04-01","MR. SUBB","7830276"
"CHERRY","BLUE","3","1995-04-01","PARTIES UNLIMITED","3560045"
"GREEN","GR/BLK","3","1995-04-01","PETTA S RESTAURANT","3467324"
"LILAC","TEAL/BORD","3","1995-04-01","PRANCIN PRETTY","3705512"
"CANARY","R/BLK","3","1995-04-01","ROTTERDAM LANDSCAPING","6982100"
"WHITE","R/BLK","3","1995-04-01","RUG BUSTERS","3564055"
"BLUE","R/BLUE","3","1995-04-01","SCREEN JEMS VIDEO","7251313"
"GREY","BORD/BLK","3","1995-04-01","TOP GRADE CARPET","3819527"
"WHITE","RED/BLK","3","1995-08-01","BANKER S BLACK BELT","3566361"
"GOLDEN","RED/BLUE","3","1995-08-01","BONFARE","3816136"
"CANARY","PURPLE","3","1995-08-01","CAOS ICE CREAM","3555595"
"GOLDEN","RED/BLK","3","1995-08-01","CAPITAL CHOICE TV","8997501"
"BLUE","RED/BLUE","3","1995-08-01","CARIBBEAN POOLS","3564364"
"GREY","BORD/BLK","3","1995-08-01","CLASSIC CLEANERS","3562052"
"WHITE","RHOD/TEAL","3","1995-08-01","DARLING LIMO","3722508"
"PINK","RHOD/TEAL","3","1995-08-01","FRANK GALLO FLORIST","3466171"
"GREY","BORD/BLK","3","1995-08-01","J & M JEWELERS","3557070"
"WHITE","RED/BLK","3","1995-08-01","M & W WINDOW","3936969"
"BLUE","RED/BLUE","3","1995-08-01","MAACO PAINT & BODY WORKS","3724440"
"GOLDEN","R/BLK","3","1995-08-01","MIDAS MUFFLER","7850951"
"GREEN","PURPLE/BLK","3","1995-08-01","MIKE S VIDEO","3816136"
"WHITE","RHOD/TEAL","3","1995-08-01","MR. SUBB","7830276"
"SALMON","GREEN/BLK","3","1995-08-01","PHOENIX GARDEN","3700812"
"IVORY","RED/BLK","3","1995-08-01","ROTTERDAM LANDSCAPING","6982100"
"WHITE","RED/BLK","3","1995-08-01","RUG BUSTERS","3564055"
"GREY","BORD","3","1995-08-01","SUPERIOR TAXI","3932227"
"BLUE","RED/BLUE","3","1995-08-01","SWEET SUE S","3931248"
"IVORY","BORD/TEAL","3","1995-08-01","TOP GRADE CARPET","3819527"
"IVORY","BORD/BLK","3","1995-12-01","BAGEL OR","3560027"
"IVORY","RED/BLK","3","1995-12-01","BANKER S BLACK BELT","3566361"
"GOLDEN","RED/BLK","3","1995-12-01","BONFARE","3816136"
"GREEN","RED","3","1995-12-01","CAOS ICE CREAM","3555595"
"WHITE","GREEN/PURPLE","3","1995-12-01","CAPITAL CHOICE TV","8997501"
"GREY","BORD/BLK","3","1995-12-01","CLASSIC CLEANERS","3562052"
"IVORY","PURPLE/BLK","3","1995-12-01","CLASSY BASKETS","7859005"
"PINK","RHOD/TEAL","3","1995-12-01","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","3","1995-12-01","COLONIAL CAR WASH","3820600"
"WHITE","RHOD/TEAL","3","1995-12-01","ELITE HEALTH & FITNESS","3777771"
"PINK","RHOD/TEAL","3","1995-12-01","FRANK GALLO FLORIST","3466171"
"GREEN","RED","3","1995-12-01","GUIDARELLI S LIQUOR","3748329"
"WHITE","RED/GREEN","3","1995-12-01","KIM MARTUSELLO","8661215"
"WHITE","RED/BLK","3","1995-12-01","M & W WINDOW","3936969"
"GOLDEN","RED/BLK","3","1995-12-01","MIDAS MUFFLER","7850951"
"GREEN","PURPLE/BLK","3","1995-12-01","MIKE S VIDEO","3816136"
"WHITE","MAGENTA/TEAL","3","1995-12-01","MR. SUBB","7830276"
"SALMON","BORD/BLK","3","1995-12-01","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","3","1995-12-01","QUICK LUBE","7866331"
"PINK","BORD/BLK","3","1995-12-01","ROTTERDAM HEAT","3562162"
"GOLDEN","RED/BLK","3","1995-12-01","RUG BUSTERS","3564055"
"BLUE","RED/BLUE","3","1995-12-01","TIME WARNER SECURITY","2428990"
"WHITE","RHOD/BLK","3","1996-04-01","B & B WINE & LIQUOR","3561710"
"IVORY","RHOD/BLK","3","1996-04-01","BANKER S BLACK BELT","3566361"
"GOLDEN","RED/BLUE","3","1996-04-01","BONFARE","3816136"
"CANARY","PURPLE","3","1996-04-01","CAOS ICE CREAM","3555595"
"BLUE","RED/BLUE","3","1996-04-01","CARIBBEAN POOLS","3564364"
"SALMON","TEAL/BLK","3","1996-04-01","CLASSIC CLEANERS","3562052"
"PINK","RHOD/TEAL","3","1996-04-01","COAKLEY HOME TEXTILES","3828371"
"IVORY","BORD/BLK","3","1996-04-01","COFFEE NICHE","3557409"
"TAN","RED/BLK","3","1996-04-01","COLONIAL CAR WASH","3820600"
"CHERRY","BLUE","3","1996-04-01","CURTIS ELECTROLYSIS","4594940"
"GOLDEN","RED/BLK","3","1996-04-01","DJP ENTERPRISES","3723538"
"IVORY","GREEN/BLK","3","1996-04-01","DOG GUARD","4390495"
"PINK","TEAL/RHOD","3","1996-04-01","FRANK GALLO FLORIST","3466171"
"WHITE","GREEN/BLK","3","1996-04-01","GREEN THUMB LAWN","3557787"
"LILAC","TEAL/BLK","3","1996-04-01","JAZZERCISE 2","3550317"
"WHITE","RED/GREEN","3","1996-04-01","KIM MARTUSELLO","8661215"
"WHITE","RED/BLK","3","1996-04-01","M & W WINDOW","3936969"
"GREY","BORD/BLK","3","1996-04-01","MANS BEST FRIEND","3820241"
"GOLDEN","RED/BLK","3","1996-04-01","MIDAS MUFFLER","7850951"
"GREEN","PURPLE/BLK","3","1996-04-01","MIKE S VIDEO","3816136"
"WHITE","TEAL/MAGENTA","3","1996-04-01","MR. SUBB","7830276"
"IVORY","BORD/BLK","3","1996-04-01","PETTA S RESTAURANT","3467324"
"LILAC","TEAL/BORD","3","1996-04-01","PRANCIN PRETTY","3705512"
"WHITE","ORANGE/BLUE","3","1996-04-01","QUICK LUBE","7866331"
"PINK","BORD/BLK","3","1996-04-01","ROTTERDAM HEAT","3562162"
"CANARY","RED/BLK","3","1996-04-01","ROTTERDAM LANDSCAPING","6982100"
"SALMON","RED/BLK","3","1996-04-01","RUG BUSTERS","3564055"
"BLUE","RED/BLUE","3","1996-04-01","TIME WARNER SECURITY","2428990"
"SALMON","BORD/BLK","3","1996-04-01","TOP GRADE CARPET","3819527"
"WHITE","RED/BLUE","3","1996-08-02","AMERIVOX","3720238"
"GOLDEN","RED/BLK","3","1996-08-02","ASHLINE MOVING","2734642"
"TAN","BORD/BLK","3","1996-08-02","BAGEL OR","3560027"
"CHERRY","BLK","3","1996-08-02","BANKER S BLACK BELT","3566361"
"GOLDEN","RED/BLUE","3","1996-08-02","BONFARE","3816136"
"TAN","TEAL/BLK","3","1996-08-02","BROOKLYNS AMERICAN GRILL","3470630"
"CANARY","GREEN","3","1996-08-02","CAOS ICE CREAM","3555595"
"BLUE","RED/BLUE","3","1996-08-02","CARIBBEAN POOLS","3564364"
"SALMON","TEAL/BLK","3","1996-08-02","CLASSIC CLEANERS","3562052"
"PINK","RHOD/TEAL","3","1996-08-02","COAKLEY HOME TEXTILES","3828371"
"GREY","BORD/BLK","3","1996-08-02","EJJ ELECTRONICS","4641559"
"PINK","RHOD/TEAL","3","1996-08-02","FRANK GALLO FLORIST","3466171"
"LILAC","TEAL","3","1996-08-02","GUIDARELLI S LIQUOR","3748329"
"WHITE","RED/GREEN","3","1996-08-02","KIM MARTUSELLO","8661215"
"WHITE","RED/BLK","3","1996-08-02","M & W WINDOW","3936969"
"GOLDEN","RED/BLK","3","1996-08-02","MIDAS MUFFLER","7850951"
"GREEN","PURPLE/BLK","3","1996-08-02","MIKE S VIDEO","3816136"
"WHITE","MAG/TEAL","3","1996-08-02","MR. SUBB","7830276"
"GOLDEN","RED/BLK","3","1996-08-02","MR.K S CARPET","3559193"
"GREY","BORD/BLK","3","1996-08-02","PAGE USA","3726537"
"BUFF","RED/BLK","3","1996-08-02","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","3","1996-08-02","QUICK LUBE","7866331"
"PINK","BORD/BLK","3","1996-08-02","ROTTERDAM HEAT","3562162"
"CANARY","RED/BLK","3","1996-08-02","ROTTERDAM LANDSCAPING","6982100"
"IVORY","PURPLE/RHOD","3","1996-08-02","SWEET SUE S","3931248"
"BLUE","RED/BLUE","3","1996-08-02","TIME WARNER SECURITY","2428990"
"WHITE","RED/BLK","3","1996-08-02","WELBOURNE & PURDY","3991151"
"TAN","BORD/BLK","3","1996-11-22","BAGEL OR","3560027"
"CANARY","RED/GREEN","3","1996-11-22","BANKER S BLACK BELT","3566361"
"GOLDEN","RED/BLUE","3","1996-11-22","BONFARE","3816136"
"GREEN","RED","3","1996-11-22","CAOS ICE CREAM","3555595"
"SALMON","TEAL/BLK","3","1996-11-22","CLASSIC CLEANERS","3562052"
"IVORY","PURPLE/BLK","3","1996-11-22","CLASSY BASKETS","7859005"
"TAN","RED/BLK","3","1996-11-22","COLONIAL CAR WASH","3820600"
"PINK","RHOD/TEAL","3","1996-11-22","FRANK GALLO FLORIST","3466171"
"SALMON","TEAL/BLK","3","1996-11-22","GALLERY 44","3744411"
"LILAC","BORD","3","1996-11-22","GUIDARELLI S LIQUOR","3748329"
"GREY","BORD/BLK","3","1996-11-22","J & M JEWELERS","3557070"
"WHITE","RED/GREEN","3","1996-11-22","KIM MARTUSELLO","8661215"
"WHITE","RED/BLK","3","1996-11-22","M & W WINDOW","3936969"
"GOLDEN","RED/BLK","3","1996-11-22","MIDAS MUFFLER","7850951"
"GREEN","PURPLE/BLK","3","1996-11-22","MIKE S VIDEO","3816136"
"WHITE","MAGENTA/TEAL","3","1996-11-22","MR. SUBB","7830276"
"GOLDEN","RED/BLK","3","1996-11-22","MR.K S CARPET","3559193"
"SALMON","RHOD/BLK","3","1996-11-22","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","3","1996-11-22","QUICK LUBE","7866331"
"PINK","BORD/BLK","3","1996-11-22","ROTTERDAM HEAT","3562162"
"IVORY","RHOD/BLK","3","1996-11-22","SBS MARKETING","3462179"
"LILAC","BORD/BLK","3","1996-11-22","SPORTSMAN BOWL","3554330"
"BLUE","RED/BLUE","3","1996-11-22","TIME WARNER SECURITY","2428990"
"GREY","BORD/GREEN","3","1996-11-22","TOP GRADE CARPET","3819527"
"TAN","BORD/BLK","3","1997-04-04","BAGEL OR","3560027"
"IVORY","BORD/BLK","3","1997-04-04","BANKER S BLACK BELT","3566361"
"GOLDEN","RED/BLK","3","1997-04-04","BONFARE","3816136"
"BLUE","RED/BLUE","3","1997-04-04","CARIBBEAN POOLS","3564364"
"CANARY","RED/BLK","3","1997-04-04","CENTRAL TAXI","3461232"
"SALMON","TEAL/BLK","3","1997-04-04","CLASSIC CLEANERS","3562052"
"PINK","RHOD/BLK","3","1997-04-04","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","3","1997-04-04","COLONIAL CAR WASH","3820600"
"GREEN","BORD/GREEN","3","1997-04-04","EMPIRE STATE POWERWASH","4562145"
"PINK","RHOD/TEAL","3","1997-04-04","FRANK GALLO FLORIST","3466171"
"SALMON","TEAL/BLK","3","1997-04-04","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","3","1997-04-04","GENE S CLEANING","3712462"
"BLUE","RED/BLUE","3","1997-04-04","GLENVILLE MINI SPORTPLEX","3934140"
"WHITE","BORD/GR","3","1997-04-04","IMMANUEL ELECTRIC","3994348"
"GREY","BORD/GREEN","3","1997-04-04","J & R CARPET","3841055"
"LILAC","TEAL/BLK","3","1997-04-04","JAZZERCISE 2","3550317"
"CHERRY","BLUE","3","1997-04-04","JOSHUAS ICE CREAM","3555540"
"WHITE","RED/GREEN","3","1997-04-04","KIM MARTUSELLO","8661215"
"WHITE","RED/BLK","3","1997-04-04","M & W WINDOW","3936969"
"GOLDEN","RED/BLK","3","1997-04-04","MIDAS 1","8999412"
"GREEN","PURPLE/BLK","3","1997-04-04","MIKE S VIDEO","3816136"
"SALMON","BORD/BLK","3","1997-04-04","PETTA S RESTAURANT","3467324"
"LILAC","BORD/TEAL","3","1997-04-04","PRANCIN PRETTY","3705512"
"WHITE","ORANGE/BLUE","3","1997-04-04","QUICK LUBE","7866331"
"PINK","BORD/BLK","3","1997-04-04","ROTTERDAM HEAT","3562162"
"CANARY","RED/BLK","3","1997-04-04","ROTTERDAM LANDSCAPING","6982100"
"WHITE","RED/BLUE","3","1997-04-04","TODAYS WINDOWS & SIDING","3569613"
"IVORY","BORD/GREEN","3","1997-04-04","TOP GRADE CARPET","3819527"
"TAN","BORD/BLK","3","1997-08-08","BAGEL OR","3560027"
"GOLDEN","RED/BLK","3","1997-08-08","BONFARE","3816136"
"CANARY","RED","3","1997-08-08","CAOS ICE CREAM","3555595"
"BLUE","RED/BLUE","3","1997-08-08","CARIBBEAN POOLS","3564364"
"CANARY","BORD/TEAL","3","1997-08-08","CENTER STAGE DELI","3557791"
"CANARY","RED/BLK","3","1997-08-08","CENTRAL TAXI","3461232"
"SALMON","BORD/TEAL","3","1997-08-08","CLASSIC CLEANERS","3562052"
"PINK","RHOD/BLK","3","1997-08-08","COAKLEY HOME TEXTILES","3828371"
"PINK","RHOD/TEAL","3","1997-08-08","FRANK GALLO FLORIST","3466171"
"IVORY","TEAL/BLK","3","1997-08-08","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","3","1997-08-08","GENE S CLEANING","3712462"
"WHITE","GREEN/BLK","3","1997-08-08","GREEN THUMB LAWN","3557787"
"WHITE","BORD/GREEN","3","1997-08-08","IMMANUEL ELECTRIC","3994348"
"GREY","BORD/TEAL","3","1997-08-08","J & R CARPET","3841055"
"LILAC","BORD/BLK","3","1997-08-08","JK KENPO KARATE","3704757"
"CHERRY","BLUE","3","1997-08-08","JOSHUAS ICE CREAM","3555540"
"WHITE","RED/GREEN","3","1997-08-08","KIM MARTUSELLO","8661215"
"WHITE","RED/BLK","3","1997-08-08","M & W WINDOW","3936969"
"GREEN","BORD/BLK","3","1997-08-08","MIKE S VIDEO","3816136"
"WHITE","RED/BLK","3","1997-08-08","MOBILE LIFESTYLES","7677272"
"SALMON","BORD/BLK","3","1997-08-08","PETTA S RESTAURANT","3467324"
"GOLDEN","RED/BLUE","3","1997-08-08","QUICK LUBE","7866331"
"PINK","BORD/BLK","3","1997-08-08","ROTTERDAM HEAT","3562162"
"CANARY","RED/BLK","3","1997-08-08","ROTTERDAM LANDSCAPING","6982100"
"GREEN","RED/BLK","3","1997-08-08","RT 5S STORAGE","8875000"
"LILAC","MAGENTA/GREEN","3","1997-08-08","SPORTSMAN BOWL","3554330"
"CANARY","RED/BLK","3","1997-08-08","SUBWAY 3","3447827"
"WHITE","RED/BLUE","3","1997-08-08","TODAYS WINDOWS & SIDING","3569613"
"GOLDEN","RED/BLUE","3","1997-11-21","ALBANY BEVERAGE","3554370"
"WHITE","RED/BLUE","3","1997-11-21","AMERICAN STREETWEAR","3746441"
"GREEN","RED/BLK","3","1997-11-21","ARTHUR MARCS FISH","3562727"
"TAN","BORD/BLK","3","1997-11-21","BAGEL OR","3560027"
"CANARY","RED/BLK","3","1997-11-21","BANKER S BLACK BELT","3566361"
"GOLDEN","RED/BLK","3","1997-11-21","BONFARE","3816136"
"GREEN","RED","3","1997-11-21","CAOS ICE CREAM","3555595"
"CANARY","RED/BLK","3","1997-11-21","CENTRAL TAXI","3461232"
"SALMON","TEAL/BLK","3","1997-11-21","CLASSIC CLEANERS","3562052"
"TAN","RED/BLK","3","1997-11-21","COLONIAL CAR WASH","3820600"
"RED/BLUE","IVORY","3","1997-11-21","CULLIGAN","3741805"
"PINK","RHOD/TEAL","3","1997-11-21","FRANK GALLO FLORIST","3466171"
"salmon","bord/blk","3","1997-11-21","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","3","1997-11-21","GENE S CLEANING","3712462"
"WHITE","BORD/GREEN","3","1997-11-21","IMMANUEL ELECTRIC","3994348"
"WHITE","RED/GREEN","3","1997-11-21","KIM MARTUSELLO","8661215"
"LILAC","MAG/TEAL","3","1997-11-21","LA BELLA SALON","3563333"
"PINK","MAGENTA/TEAL","3","1997-11-21","LEONS POWERHOUSE 2","3550023"
"WHITE","RED/BLK","3","1997-11-21","M & W WINDOW","3936969"
"GOLDEN","RED/BLK","3","1997-11-21","MIDAS 1","8999412"
"GREEN","PURPLE/BLK","3","1997-11-21","MIKE S VIDEO","3816136"
"SALMON","BORD/BLK","3","1997-11-21","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLK","3","1997-11-21","QUICK LUBE","7866331"
"PINK","BORD/BLK","3","1997-11-21","ROTTERDAM HEAT","3562162"
"CHERRY","BLUE","3","1997-11-21","SPORTSMAN BOWL","3554330"
"GOLDEN","RED/BLK","3","1997-11-21","SUBWAY 3","3447827"
"GOLDEN","RED/BLK","3","1998-04-03","ALBANY BEVERAGE","3554370"
"WHITE","RED/BLUE","3","1998-04-03","AMERICAN STREETWEAR","3746441"
"TAN","BORD/BLK","3","1998-04-03","BAGEL OR","3560027"
"CANARY","MAGENTA","3","1998-04-03","CAOS ICE CREAM","3555595"
"GOLDEN","RED/BLK","3","1998-04-03","CAPITAL ELECTRONICS","3470696"
"BLUE","RED/BLUE","3","1998-04-03","CARIBBEAN POOLS","3564364"
"CANARY","RED/BLK","3","1998-04-03","CENTRAL TAXI","3461232"
"CANARY","RED/BLK","3","1998-04-03","COLONIAL CAR WASH","3820600"
"GREEN","GREEN/BORD","3","1998-04-03","EMPIRE STATE POWERWASH","4562145"
"TAN","BORD/BLK","3","1998-04-03","FERRIS RESTAURANT","3829329"
"PINK","RHOD/TEAL","3","1998-04-03","FRANK GALLO FLORIST","3466171"
"SALMON","TEAL/BLK","3","1998-04-03","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","3","1998-04-03","GENE S CLEANING","3712462"
"BLUE","RED/BLUE","3","1998-04-03","GLENVILLE MINI SPORTPLEX","3934140"
"PEACH","MAGENTA/BLK","3","1998-04-03","GRAND PRIX RACEWAY","3572596"
"IVORY","BROWN/GREEN","3","1998-04-03","HENRY S DRY CLEANERS","3748434"
"WHITE","MAGENTA/BLUE","3","1998-04-03","IMMANUEL ELECTRIC","3994348"
"WHITE","BORD/BLK","3","1998-04-03","J & R CARPET","3841055"
"WHITE","TEAL/RED","3","1998-04-03","JOHNNY C PIZZA","3558900"
"WHITE","RED/GREEN","3","1998-04-03","KIM MARTUSELLO","8661215"
"PINK","RHOD/TEAL","3","1998-04-03","LEONS POWERHOUSE 2","3550023"
"WHITE","RED/BLK","3","1998-04-03","M & W WINDOW","3936969"
"WHITE","RED/BLUE","3","1998-04-03","MAIL BOXES ETC 3","3563406"
"GOLDEN","RED/BLK","3","1998-04-03","MIDAS 1","8999412"
"WHITE","ORANGE/BLUE","3","1998-04-03","QUICK LUBE","7866331"
"PEACH","MAGENTA/TEAL","3","1998-04-03","RAINBOW PAINTING","3701999"
"PINK","BORD/BLK","3","1998-04-03","ROTTERDAM HEAT","3562162"
"CANARY","RED/BLK","3","1998-04-03","ROTTERDAM LANDSCAPING","6982100"
"GOLDEN","RED/BLK","3","1998-04-03","SUBWAY 3","3447827"
"WHITE","RED/BLUE","3","1998-04-03","TODAYS WINDOWS & SIDING","3569613"
"WHITE","RED/BLUE","3","1998-08-03","AMERICAN STREETWEAR","3746441"
"TAN","BORD/BLK","3","1998-08-03","BAGEL OR","3560027"
"WHITE","RED/BLK","3","1998-08-03","BANKER S BLACK BELT","3566361"
"CANARY","GREEN","3","1998-08-03","CAOS ICE CREAM","3555595"
"BLUE","RED/BLUE","3","1998-08-03","CARIBBEAN POOLS","3564364"
"BUFF","BORD/GREEN","3","1998-08-03","CENTER STAGE DELI","3557791"
"CANARY","RED/BLK","3","1998-08-03","CENTRAL TAXI","3461232"
"WHITE","BORD","3","1998-08-03","CHECKERED FLAG","3777650"
"WHITE","MAG/TEAL","3","1998-08-03","CHRISTIANS RESTAURANT","3747711"
"TAN","RED/BLK","3","1998-08-03","COLONIAL CAR WASH","3820600"
"PEACH","MAGENTA/BLK","3","1998-08-03","DANCE FORCE","3828480"
"CANARY","BORD/GREEN","3","1998-08-03","FERRIS RESTAURANT","3829329"
"PINK","RHOD/TEAL","3","1998-08-03","FRANK GALLO FLORIST","3466171"
"GOLDEN","BORD/BLK","3","1998-08-03","GENE S CLEANING","3712462"
"WHITE","MAGENTA/BLUE","3","1998-08-03","IMMANUEL ELECTRIC","3994348"
"GREY","BORD/BLK","3","1998-08-03","J & M JEWELERS","3557070"
"GREY","MAGENTA/BLK","3","1998-08-03","J & R CARPET","3841055"
"WHITE","RED/GREEN","3","1998-08-03","KIM MARTUSELLO","8661215"
"GREEN","GREEN/BLK","3","1998-08-03","LEONS POWERHOUSE 2","3550023"
"WHITE","RED/BLK","3","1998-08-03","M & W WINDOW","3936969"
"BLUE","RED/BLUE","3","1998-08-03","MAIL BOXES ETC 3","3563406"
"GOLDEN","RED/BLK","3","1998-08-03","MIDAS 1","8999412"
"WHITE","MAGENTA/BLUE","3","1998-08-03","MULTIPLE INCOME STREAMS","4466492"
"PINK","BORD/BLK","3","1998-08-03","ROTTERDAM HEAT","3562162"
"GOLDEN","RED/BLUE","3","1998-08-03","RUDNICKS","3726486"
"WHITE","MAG/TEAL","3","1998-08-03","SHOP A RAMA PIZZA","3561019"
"GOLDEN","RED/BLK","3","1998-08-03","SUBWAY 3","3447827"
"BLUE","RED/BLUE","3","1998-08-03","TIME WARNER SECURITY","2428990"
"CANARY","RED/BLK","3","1998-11-13","CENTRAL TAXI","3461232"
"TAN","RED/BLK","3","1998-11-13","COLONIAL CAR WASH","3820600"
"IVORY","BORD/GREEN","3","1998-11-13","FERRIS RESTAURANT","3829329"
"PINK","RHOD/TEAL","3","1998-11-13","FRANK GALLO FLORIST","3466171"
"GREEN","RED/BLK","3","1998-11-13","FURNITURE BARN","3466499"
"TAN","BORD/BLK","3","1998-11-13","GATORS CIGAR","3566805"
"GOLDEN","BORD/BLK","3","1998-11-13","GENE S CLEANING","3712462"
"IVORY","GREEN/BROWN","3","1998-11-13","HENRY S DRY CLEANERS","3748434"
"WHITE","MAGENTA/BLUE","3","1998-11-13","IMMANUEL ELECTRIC","3994348"
"WHITE","RED/GREEN","3","1998-11-13","KIM MARTUSELLO","8661215"
